Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
540174,,SOUTHERNIN,SOUTHERN INFOSYS LTD,Active,XT,10.0,INE298B01010,IT Consulting & Software,Equity
540175,,REGENCY,REGENCY FINCORP LTD,Active,X ,10.0,INE964R01013,Other Financial Services,Equity
540180,,VBL,VARUN BEVERAGES LTD,Active,A ,10.0,INE200M01013,Non-alcoholic Beverages,Equity
540181,,SALEM,SALEM ERODE INVESTMENTS LTD,Active,XT,1.0,INE894E01028,Finance (including NBFCs),Equity
540192,,LKPSEC,LKP SECURITIES LTD,Active,X ,2.0,INE341H01023,Other Financial Services,Equity
540198,,OSIAJEE,OSIAJEE TEXFAB LTD,Active,X ,10.0,INE186R01013,Textiles,Equity
540199,,CMBL,CORPORATE MERCHANT BANKERS LTD,Active,XT,10.0,INE850R01014,Other Financial Services,Equity
540203,,SFL,SHEELA FOAM LTD,Active,A ,5.0,INE916U01025,Furniture-Furnishing-Paints,Equity
540204,,NIDL,NARENDRA INVESTMENTS DELHI LTD,Active,XT,10.0,INE666Q01016,Consulting Services,Equity
540205,,AVL,ADITYA VISION LTD,Active,B ,10.0,INE679V01019,Specialty Retail,Equity
540210,,TMRVL,THE MANDHANA RETAIL VENTURES LTD,Active,B ,10.0,INE759V01019,Specialty Retail,Equity
540211,,SIFL,SPARKLING INDIA FINSHARES LTD,Active,XT,10.0,INE181T01010,Finance (including NBFCs),Equity
540212,,TCIEXP,TCI EXPRESS LTD,Active,A ,2.0,INE586V01016,Transportation - Logistics,Equity
540221,,SHASHANK,SHASHANK TRADERS LTD,Active,X ,10.0,INE508R01018,Comm.Trading  & Distribution,Equity
540222,,LAURUSLABS,LAURUS LABS LTD,Active,A ,2.0,INE947Q01028,Pharmaceuticals,Equity
540243,,NEWLIGHT,NEW LIGHT APPARELS LTD,Active,XT,10.0,INE835U01019,Comm.Trading  & Distribution,Equity
540252,,VSL,VEERAM SECURITIES LTD,Active,M ,10.0,INE607V01010,Other Apparels & Accessories,Equity
540253,,SNTCL,SHREE NIDHI TRADING CO LTD,Active,XT,10.0,INE066E01015,Other Financial Services,Equity
540254,,MTPL,MARG TECHNO PROJECTS LTD,Active,X ,10.0,INE245H01018,Finance (including NBFCs),Equity
540259,,SHANGAR,SHANGAR DECOR LTD,Active,X ,5.0,INE118R01024,Sp.Consumer Services,Equity
540266,,GLCL,GLOBE COMMERCIALS LTD,Active,XT,10.0,INE804Q01013,Comm.Trading  & Distribution,Equity
540268,,DHANVARSHA,DHANVARSHA FINVEST LTD,Active,X ,10.0,INE615R01011,Other Financial Services,Equity
540269,,SKL,SUPER FINE KNITTERS LTD,Active,M ,10.0,INE459U01018,Other Apparels & Accessories,Equity
540270,,RAIDEEPIND,RAIDEEP INDUSTRIES LTD,Active,XT,10.0,INE923R01019,Comm.Trading  & Distribution,Equity
540293,,PRICOLLTD,PRICOL LTD,Active,A ,1.0,INE726V01018,Auto Parts & Equipment,Equity
540310,,CFL,CLASSIC FILAMENTS LTD,Active,XT,10.0,INE181U01018,Textiles,Equity
540311,,JITFINFRA,JITF INFRALOGISTICS LTD,Active,T ,2.0,INE863T01013,Transport Related Services,Equity
540318,,SUERYAAKNI,SUERYAA KNITWEAR LTD,Active,XT,10.0,INE249U01013,Textiles,Equity
540332,,TANVI,TANVI FOODS INDIA LTD,Active,M ,10.0,INE978V01015,Comm.Trading  & Distribution,Equity
540358,,RMC,RMC SWITCHGEARS LTD,Active,M ,10.0,INE655V01019,Other Elect.Equip./ Prod.,Equity
540359,,PARMAX,PARMAX PHARMA LTD,Active,X ,10.0,INE240T01014,Pharmaceuticals,Equity
540360,,LLFICL,LEADING LEASING FINANCE AND INVESTMENT COMPANY LTD,Active,X ,10.0,INE715Q01011,Other Financial Services,Equity
540361,,DANUBE,DANUBE INDUSTRIES LTD,Active,XT,10.0,INE575D01033,Comm.Trading  & Distribution,Equity
540366,,RADIOCITY,MUSIC BROADCAST LTD,Active,B ,2.0,INE919I01024,Broadcasting & Cable TV,Equity
540376,,DMART,AVENUE SUPERMARTS LTD,Active,A ,10.0,INE192R01011,Department Stores,Equity
540377,,IFL,IFL ENTERPRISES LTD,Active,M ,10.0,INE714U01016,Comm.Trading  & Distribution,Equity
540385,,KDLL,KD LEISURES LTD,Active,XT,10.0,INE081R01016,Other Financial Services,Equity
540386,,ONTIC,ONTIC FINSERVE LTD,Active,XT,10.0,INE989S01034,Other Financial Services,Equity
540393,,SMLT,SARTHAK METALS LTD,Active,M ,10.0,INE017W01010,Iron & Steel Products,Equity
540395,,CHEMCRUX,CHEMCRUX ENTERPRISES LTD,Active,M ,10.0,INE298W01016,Specialty Chemicals,Equity
540396,,MANOMAY,MANOMAY TEX INDIA LTD,Active,M ,10.0,INE784W01015,Textiles,Equity
540401,,MAXIMUS,MAXIMUS INTERNATIONAL LTD,Active,B ,10.0,INE544W01013,Comm.Trading  & Distribution,Equity
540402,,MANAS,MANAS PROPERTIES LTD,Active,M ,10.0,INE800W01019,Realty,Equity
540403,,CLEDUCATE,CL EDUCATE LTD,Active,B ,10.0,INE201M01011,Education,Equity
540404,,PRIMEFRESH,PRIME FRESH LTD,Active,M ,10.0,INE442V01012,Other Agricultural Products,Equity
540405,,OCEANIC,OCEANIC FOODS LTD,Active,T ,10.0,INE711V01010,Other Food Products,Equity
540416,,OCTAWARE,OCTAWARE TECHNOLOGIES LTD,Active,M ,10.0,INE208U01019,Internet Software & Services,Equity
540425,,SHANKARA,SHANKARA BUILDING PRODUCTS LTD,Active,A ,10.0,INE274V01019,Iron & Steel Products,Equity
540455,,ESCORP,ESCORP ASSET MANAGEMENT LTD,Active,M ,10.0,INE953W01016,Other Financial Services,Equity
540467,,PARMSILK,PARMESHWARI SILK MILLS LTD,Active,X ,10.0,INE808R01012,Other Apparels & Accessories,Equity
540468,,KMSMEDI,KMS MEDISURGI LTD,Active,M ,10.0,INE870V01014,Healthcare Supplies,Equity
540481,,CLFL,CLASSIC LEASING  FINANCE LTD,Active,X ,10.0,INE949C01016,Other Financial Services,Equity
540492,,STARLENT,STARLINEPS ENTERPRISES LTD,Active,M ,5.0,INE594W01034,Comm.Trading  & Distribution,Equity
540497,,SCHAND,S CHAND AND COMPANY LTD,Active,B ,5.0,INE807K01035,Publishing,Equity
540515,,KANUNGO,KANUNGO FINANCIERS LTD,Active,X ,10.0,INE453S01015,Other Financial Services,Equity
540519,,MEERA,MEERA INDUSTRIES LTD,Active,M ,10.0,INE343X01018,Industrial Machinery,Equity
540530,,HUDCO,HOUSING  URBAN DEVELOPMENT CORPORATION LTD,Active,A ,10.0,INE031A01017,Housing Finance ,Equity
540544,,PSPPROJECT,PSP PROJECTS LTD,Active,A ,10.0,INE488V01015,Construction & Engineering,Equity
540545,,BGJL,BHAKTI GEMS AND JEWELLERY LTD,Active,B ,10.0,INE986W01016,Other Apparels & Accessories,Equity
540550,,YUG,YUG DECOR LTD,Active,M ,10.0,INE796W01019,Specialty Chemicals,Equity
540551,,AXISAEDGG,AXIS EQUITY ADVANTAGE FUND SERIES  DIRECT PLAN GROWTH,Active,B ,10.0,INF846K01ZJ4, ,Equity
540552,,AXISAEGPG,AXIS EQUITY ADVANTAGE FUND SERIES  REGULAR PLAN GROWTH,Active,B ,10.0,INF846K01ZK2, ,Equity
540570,,VARIMAN,VARIMAN GLOBAL ENTERPRISES LTD,Active,X ,10.0,INE717F01010,Comm.Trading  & Distribution,Equity
540575,,STARCEMENT,STAR CEMENT LTD,Active,A ,1.0,INE460H01021,Cement & Cement Products,Equity
540590,,RIDDHICORP,RIDDHI CORPORATE SERVICES LTD,Active,T ,10.0,INE325X01015,BPO/KPO,Equity
540591,,HEOFDG1126,HDFC EOF II D MAY   PLAN UNDER HDFC EQUITY OPPORTUNITIES FUND SERIES  DIRECT,Active,B ,10.0,INF179KC1AF4, ,Equity
540592,,HEOFDD1126,HDFC EOF  II  D MAY   PLAN UNDER HDFC EQUITY OPPORTUNITIES FUND  SERIES   DIRECT,Active,B ,10.0,INF179KC1AG2, ,Equity
540593,,HEOFRG1126,HDFC EOF II  D MAY  PLAN UNDER HDFC EQUITY OPPORTUNITIES FUND  SERIES  REGULAR,Active,B ,10.0,INF179KC1AH0, ,Equity
540594,,HEOFRD1126,HDFC EOF  II  D MAY   PLAN UNDER HDFC EQUITY OPPORTUNITIES FUND  SERIES   REGULAR,Active,B ,10.0,INF179KC1AI8, ,Equity
540595,,TEJASNET,TEJAS NETWORKS LTD,Active,A ,10.0,INE010J01012,Other Telecom Services,Equity
540596,,ERIS,ERIS LIFESCIENCES LTD,Active,A ,1.0,INE406M01024,Pharmaceuticals,Equity
540602,,GTPL,GTPL HATHWAY LTD,Active,B ,10.0,INE869I01013,Other Telecom Services,Equity
540611,,AUBANK,AU SMALL FINANCE BANK LTD,Active,A ,10.0,INE949L01017,Banks,Equity
540612,,ICICILOVOL,ICICI PRUDENTIAL NIFTY LOW VOL  ETF,Active,B ,10.0,INF109KB10T8, ,Equity
540613,,GEL,GAUTAM EXIM LTD,Active,M ,10.0,INE721X01015,Comm.Trading  & Distribution,Equity
540614,,GGENG,G G ENGINEERING LTD,Active,B ,10.0,INE694X01014,Heavy Electrical Equipment,Equity
540615,,7NR,NR RETAIL LTD,Active,B ,10.0,INE413X01019,Specialty Retail,Equity
540621,,BHAGYAPROP,BHAGYANAGAR PROPERTIES LTD,Active,B ,2.0,INE363W01018,Realty,Equity
540634,,HEOFDG1100,HDFC EQUITY OPPORTUNITIES FUNDIID JUNE  SERIES DIRECT OPTIONGROWTH OPTION,Active,B ,10.0,INF179KC1AJ6, ,Equity
540635,,HEOFDD1100,HDFC EQUITY OPPORTUNITIES FUNDIID JUNE  SERIES DIRECT OPTIONDIVIDEND PAYOUT OPTION,Active,B ,10.0,INF179KC1AK4, ,Equity
540636,,HEOFRG1100,HDFC EQUITY OPPORTUNITIES FUNDIID JUNE  SERIES REGULAR OPTIONGROWTH OPTION,Active,B ,10.0,INF179KC1AL2, ,Equity
540637,,HEOFRD1100,HDFC EQUITY OPPORTUNITIES FUNDIID JUNE  SERIES REGULAR OPTIONDIVIDEND PAYOUT OPTION,Active,B ,10.0,INF179KC1AM0, ,Equity
540642,,SALASAR,SALASAR TECHNO ENGINEERING LTD,Active,B ,10.0,INE170V01019,Construction & Engineering,Equity
540647,,GANGESSEC,GANGES SECURITIES LTD,Active,B ,10.0,INE335W01016,Investment Companies,Equity
540648,,PALASHSEC,PALASH SECURITIES LTD,Active,B ,10.0,INE471W01019,Investment Companies,Equity
540649,,AVADHSUGAR,AVADH SUGAR  ENERGY LTD,Active,B ,10.0,INE349W01017,Sugar,Equity
540650,,MAGADHSUGAR,MAGADH SUGAR  ENERGY LTD,Active,B ,10.0,INE347W01011,Sugar,Equity
540651,,JIGAR,JIGAR CABLES LTD,Active,M ,10.0,INE943X01015,Other Elect.Equip./ Prod.,Equity
540652,,CTCL,CAPTAIN TECHNOCAST LTD,Active,M ,10.0,INE931X01010,Other Industrial Goods,Equity
540653,,SINTEXPLAST,SINTEX PLASTICS TECHNOLOGY LTD,Active,B ,1.0,INE501W01021,Comm.Trading  & Distribution,Equity
540654,,GSTL,GLOBALSPACE TECHNOLOGIES LTD,Active,B ,10.0,INE632W01016,IT Consulting & Software,Equity
540669,,UTINEXT50,UTI NIFTY NEXT  ETF,Active,B ,10.0,INF789FC1N82, ,Equity
540673,,SIS,SIS LTD,Active,A ,5.0,INE285J01028,Sp.Consumer Services,Equity
540678,,COCHINSHIP,COCHIN SHIPYARD LTD,Active,A ,10.0,INE704P01017,Shipping,Equity
540679,,SMSLIFE,SMS LIFESCIENCES INDIA LTD,Active,B ,10.0,INE320X01016,Pharmaceuticals,Equity
540680,,KIOCL,KIOCL LTD,Active,B ,10.0,INE880L01014,Iron & Steel/Interm.Products,Equity
540681,,CHOTHANI,CHOTHANI FOODS LTD,Active,M ,10.0,INE344X01016,Packaged Foods,Equity
540686,,SMRUTHIORG,SMRUTHI ORGANICS LTD,Active,X ,10.0,INE172E01011,Pharmaceuticals,Equity
540691,,ABCAPITAL,ADITYA BIRLA CAPITAL LTD,Active,A ,10.0,INE674K01013,Holding Companies,Equity
540692,,APEX,APEX FROZEN FOODS LTD,Active,A ,10.0,INE346W01013,Packaged Foods,Equity
540693,,SHISHIND,SHISH INDUSTRIES LTD,Active,M ,10.0,INE145Y01015,Plastic Products,Equity
540694,,ANG,ANG LIFESCIENCES INDIA LTD,Active,M ,10.0,INE236W01016,Healthcare Services,Equity
540695,,DWL,DHRUV WELLNESS LTD,Active,MT,10.0,INE109Y01011,Comm.Trading  & Distribution,Equity
540696,,KCDGROUP,KCD INDUSTRIES INDIA LTD,Active,XT,5.0,INE185U01027,Comm.Trading  & Distribution,Equity
540697,,AMFL,A  M FEBCON LTD,Active,XT,10.0,INE319X01018,Industrial Machinery,Equity
540699,,DIXON,DIXON TECHNOLOGIES INDIA LTD,Active,A ,10.0,INE935N01012,Consumer Electronics,Equity
540700,,BRNL,BHARAT ROAD NETWORK LTD,Active,B ,10.0,INE727S01012,Roads & Highways,Equity
540701,,DCAL,DISHMAN CARBOGEN AMCIS LTD,Active,A ,2.0,INE385W01011,Pharmaceuticals,Equity
540702,,LASA,LASA SUPERGENERICS LTD,Active,B ,10.0,INE670X01014,Healthcare Services,Equity
540703,,PROVESTSER,PROVESTMENT SERVICES LTD,Active,X ,10.0,INE438C01010,Consulting Services,Equity
540704,,MATRIMONY,MATRIMONYCOM LTD,Active,B ,5.0,INE866R01028,Internet Software & Services,Equity
540709,,RELHOME,RELIANCE HOME FINANCE LTD,Active,B ,10.0,INE217K01011,Housing Finance ,Equity
540710,,CAPACITE,CAPACITE INFRAPROJECTS LTD,Active,B ,10.0,INE264T01014,Construction & Engineering,Equity
540711,,IPRU3003,ICICI PRUDENTIAL VALUE FUND SERIES   CUMULATIVE OPTION,Active,B ,10.0,INF109KB11W0, ,Equity
540712,,IPRU3004,ICICI PRUDENTIAL VALUE FUND SERIES   DIVIDEND OPTION,Active,B ,10.0,INF109KB12W8, ,Equity
540713,,IPRU9205,ICICI PRUDENTIAL VALUE FUND SERIES   DIRECT PLAN CUMULATIVE OPTION,Active,B ,10.0,INF109KB19V5, ,Equity
540714,,IPRU9206,ICICI PRUDENTIAL VALUE FUND SERIES   DIRECT PLAN DIVIDEND OPTION,Active,B ,10.0,INF109KB10W2, ,Equity
540715,,SAGAR,SAGAR DIAMONDS LTD,Active,M ,10.0,INE146Y01013,Other Apparels & Accessories,Equity
540716,,ICICIGI,ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,Active,A ,10.0,INE765G01017,General Insurance,Equity
540717,,PQIF,POLO QUEEN INDUSTRIAL AND FINTECH LTD,Active,X ,10.0,INE689M01017,Comm.Trading  & Distribution,Equity
540718,,AKM,AKM LACE AND EMBROTEX LTD,Active,M ,10.0,INE777X01017,Textiles,Equity
540719,,SBILIFE,SBI LIFE INSURANCE COMPANY LTD,Active,A ,10.0,INE123W01016,Life Insurance,Equity
540724,,DIAMONDYD,PRATAAP SNACKS LTD,Active,A ,5.0,INE393P01035,Packaged Foods,Equity
540725,,SISL,SHARE INDIA SECURITIES LTD,Active,B ,10.0,INE932X01018,Other Financial Services,Equity
540726,,TTFL,TRIDENT TEXOFAB LTD,Active,B ,10.0,INE071Y01013,Comm.Trading  & Distribution,Equity
540727,,POOJA,POOJAWESTERN METALIKS LTD,Active,M ,10.0,INE973X01012,Other Industrial Products,Equity
540728,,SAYAJIIND,SAYAJI INDUSTRIES LTD,Active,X ,5.0,INE327G01032,Diversified,Equity
540729,,VANTABIO,VANTA BIOSCIENCE LTD,Active,M ,10.0,INE695X01011,Pharmaceuticals,Equity
540730,,MEHAI,MEHAI TECHNOLOGY LTD,Active,T ,10.0,INE062Y01012,Comm.Trading  & Distribution,Equity
540735,,IRIS,IRIS BUSINESS SERVICES LTD,Active,M ,10.0,INE864K01010,IT Software Products,Equity
540737,,SGRL,SHREE GANESH REMEDIES LTD,Active,B ,10.0,INE414Y01015,Pharmaceuticals,Equity
540738,,STL,SHREEJI TRANSLOGISTICS LTD,Active,M ,10.0,INE402Y01010,Transportation - Logistics,Equity
540739,,ABSLRIF5RG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND  SERIES   REGULAR PLAN GROWTH,Active,B ,10.0,INF209KB1IZ0, ,Equity
540740,,ABSLRIF5RD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND  SERIES   REGULAR PLAN DIVIDEND PAYOUT,Active,B ,10.0,INF209KB1JA1, ,Equity
540741,,ABSLRIF5DG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND  SERIES   DIRECT PLAN GROWTH,Active,B ,10.0,INF209KB1JB9, ,Equity
540742,,ABSLRIF5DD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND  SERIES   DIRECT PLAN DIVIDEND PAYOUT,Active,B ,10.0,INF209KB1JC7, ,Equity
540743,,GODREJAGRO,GODREJ AGROVET LTD,Active,A ,10.0,INE850D01014,Other Agricultural Products,Equity
540744,,MESCON,MIDEAST INTEGRATED STEELS LTD,Active,Z ,10.0,INE170N01016,Iron & Steel/Interm.Products,Equity
540749,,MASFIN,MAS FINANCIAL SERVICES LTD,Active,A ,10.0,INE348L01012,Finance (including NBFCs),Equity
540750,,IEX,INDIAN ENERGY EXCHANGE LTD,Active,A ,1.0,INE022Q01020,Electric Utilities,Equity
540755,,GICRE,GENERAL INSURANCE CORPORATION OF INDIA,Active,A ,5.0,INE481Y01014,General Insurance,Equity
540756,,KAARYAFSL,KAARYA FACILITIES AND SERVICES LTD,Active,M ,10.0,INE282Y01016,Sp.Consumer Services,Equity
540757,,SCPL,SHEETAL COOL PRODUCTS LTD,Active,M ,10.0,INE501Y01019,Packaged Foods,Equity
540762,,TIINDIA,TUBE INVESTMENTS OF INDIA LTD,Active,A ,1.0,INE974X01010,Auto Parts & Equipment,Equity
540763,,IPRU3013,ICICI PRUDENTIAL VALUE FUND SERIES   CUMULATIVE OPTION,Active,B ,10.0,INF109KB11Y6, ,Equity
540764,,IPRU3014,ICICI PRUDENTIAL VALUE FUND SERIES   DIVIDEND PAYOUT OPTION,Active,B ,10.0,INF109KB12Y4, ,Equity
540765,,IPRU9215,ICICI PRUDENTIAL VALUE FUND SERIES   DIRECT PLAN CUMULATIVE OPTION,Active,B ,10.0,INF109KB13Y2, ,Equity
540766,,IPRU9216,ICICI PRUDENTIAL VALUE FUND SERIES   DIRECT PLAN DIVIDEND PAYOUT OPTION,Active,B ,10.0,INF109KB14Y0, ,Equity
540767,,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LTD,Active,A ,10.0,INE298J01013,Asset Management Cos.,Equity
540768,,MAHLOG,MAHINDRA LOGISTICS LTD,Active,A ,10.0,INE766P01016,Transportation - Logistics,Equity
540769,,NIACL,THE NEW INDIA ASSURANCE COMPANY LTD,Active,A ,5.0,INE470Y01017,General Insurance,Equity
540774,,IFGLEXPOR,IFGL REFRACTORIES LTD,Active,B ,10.0,INE133Y01011,Other Industrial Goods,Equity
540775,,KHADIM,KHADIM INDIA LTD,Active,B ,10.0,INE834I01025,Footwear,Equity
540776,,5PAISA,PAISA CAPITAL LTD,Active,B ,10.0,INE618L01018,Other Financial Services,Equity
540777,,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Active,A ,10.0,INE795G01014,Life Insurance,Equity
540778,,NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP JN,Active,B ,10.0,INF204KB12Y3, ,Equity
540779,,NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH JN,Active,B ,10.0,INF204KB11Y5, ,Equity
540780,,NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP JN,Active,B ,10.0,INF204KB10Y7, ,Equity
540781,,NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH JN,Active,B ,10.0,INF204KB19X0, ,Equity
540782,,SBRANDS,SANGHVI BRANDS LTD,Active,M ,10.0,INE204Y01010,Hotels,Equity
540786,,SHARIKA,SHARIKA ENTERPRISES LTD,Active,M ,10.0,INE669Y01014,Other Elect.Equip./ Prod.,Equity
540787,,ICICIB22,BHARAT  ETF  ICICI PRUDENTIAL AMC,Active,B ,10.0,INF109KB15Y7, ,Equity
540795,,DYNAMIC,DYNAMIC CABLES LTD,Active,B ,10.0,INE600Y01019,Other Elect.Equip./ Prod.,Equity
540796,,RATNABHUMI,RATNABHUMI DEVELOPERS LTD,Active,M ,10.0,INE821Y01011,Realty,Equity
540797,,SHALBY,SHALBY LTD,Active,B ,10.0,INE597J01018,Healthcare Facilities,Equity
540798,,FSC,FUTURE SUPPLY CHAIN SOLUTIONS LTD,Active,A ,10.0,INE935Q01015,Transportation - Logistics,Equity
540809,,MRCEXIM,MRC EXIM LTD,Active,M ,10.0,INE333Y01017,Comm.Trading  & Distribution,Equity
540811,,DML,DIGGI MULTITRADE LTD,Active,M ,10.0,INE158R01012,Comm.Trading  & Distribution,Equity
540821,,SADHNA,SADHNA BROADCAST LTD,Active,X ,10.0,INE994R01010,Broadcasting & Cable TV,Equity
540823,,VITESSE,VITESSE AGRO LTD,Active,XT,10.0,INE550U01014,Comm.Trading  & Distribution,Equity
540824,,ASTRON,ASTRON PAPER  BOARD MILL LTD,Active,B ,10.0,INE646X01014,Paper & Paper Products,Equity
540825,,NCBFIVBCD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR DVP MR,Active,B ,10.0,INF204KB1ST7, ,Equity
540826,,NCBFIVCG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG GWTH MR,Active,B ,10.0,INF204KB1SQ3, ,Equity
540827,,NCBFIVBCG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR GWTH MR,Active,B ,10.0,INF204KB1SS9, ,Equity
540828,,NCBFIVCD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG DVP MR,Active,B ,10.0,INF204KB1SR1, ,Equity
540829,,CHANDRIMA,CHANDRIMA MERCANTILES LTD,Active,XT,10.0,INE371F01016,Comm.Trading  & Distribution,Equity
540843,,RITHWIKFMS,RITHWIK FACILITY MANAGEMENT SERVICES LTD,Active,M ,10.0,INE819Y01015,Sp.Consumer Services,Equity
540850,,JFL,JHANDEWALAS FOODS LTD,Active,M ,10.0,INE841Y01019,Packaged Foods,Equity
540861,,IPRU3018,ICICI PRUDENTIAL VALUE FUND  SERIES   CUMULATIVE OPTION,Active,B ,10.0,INF109KB16Z2, ,Equity
540862,,IPRU3019,ICICI PRUDENTIAL VALUE FUND  SERIES    DIVIDEND PAYOUT OPTION,Active,B ,10.0,INF109KB17Z0, ,Equity
540863,,IPRU9220,ICICI PRUDENTIAL VALUE FUND  SERIES    DIRECT PLAN CUMULATIVE OPTION,Active,B ,10.0,INF109KB18Z8, ,Equity
540864,,IPRU9221,ICICI PRUDENTIAL VALUE FUND  SERIES   DIRECT PLAN DIVIDEND PAYOUT OPTION,Active,B ,10.0,INF109KB19Z6, ,Equity
540879,,APOLLO,APOLLO MICRO SYSTEMS LTD,Active,B ,10.0,INE713T01010,Defence,Equity
540900,,NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES LTD,Active,A ,10.0,INE619B01017,IT Consulting & Software,Equity
540901,,PRAXIS,PRAXIS HOME RETAIL LTD,Active,T ,5.0,INE546Y01022,Specialty Retail,Equity
540902,,AMBER,AMBER ENTERPRISES INDIA LTD,Active,A ,10.0,INE371P01015,Consumer Electronics,Equity
540904,,TIRUFOAM,TIRUPATI FOAM LTD,Active,X ,10.0,INE115G01015,Furniture-Furnishing-Paints,Equity
540914,,SRUSTEELS,SRU STEELS LTD,Active,XT,10.0,INE425C01017,Comm.Trading  & Distribution,Equity
540923,,AML,ASHOKA METCAST LTD,Active,M ,10.0,INE760Y01011,Construction & Engineering,Equity
540935,,GALAXYSURF,GALAXY SURFACTANTS LTD,Active,A ,10.0,INE600K01018,Specialty Chemicals,Equity
540936,,GGL,GAUTAM GEMS LTD,Active,T ,10.0,INE063Z01017,Comm.Trading  & Distribution,Equity
540937,,MEDICO,MEDICO REMEDIES LTD,Active,M ,10.0,INE630Y01016,Pharmaceuticals,Equity
540938,,GUJHYSPIN,GUJARAT HYSPIN LTD,Active,M ,10.0,INE578V01013,Textiles,Equity
540947,,IPRU3034,ICICI PRUDENTIAL VALUE FUND  SERIES   CUMULATIVE OPTION,Active,B ,10.0,INF109KC1333, ,Equity
540949,,IPRU3035,ICICI PRUDENTIAL VALUE FUND  SERIES   DIVIDEND OPTION,Active,B ,10.0,INF109KC1341, ,Equity
540950,,IPRU9236,ICICI PRUDENTIAL VALUE FUND  SERIES   DIRECT PLAN CUMULATIVE OPTION,Active,B ,10.0,INF109KC1358, ,Equity
540951,,IPRU9237,ICICI PRUDENTIAL VALUE FUND  SERIES   DIRECT PLAN DIVIDEND OPTION,Active,B ,10.0,INF109KC1366, ,Equity
540952,,LAL,LORENZINI APPARELS LTD,Active,M ,10.0,INE740X01015,Other Apparels & Accessories,Equity
540953,,KENVI,KENVI JEWELS LTD,Active,M ,10.0,INE923Y01015,Other Apparels & Accessories,Equity
540954,,IWP,THE INDIAN WOOD PRODUCTS COMPANY LTD,Active,XT,2.0,INE586E01020,Forest Products,Equity
540955,,TDSL,TASTY DAIRY SPECIALITIES LTD,Active,B ,10.0,INE773Y01014,Packaged Foods,Equity
540956,,BHATIA,BHATIA COMMUNICATIONS  RETAIL INDIA LTD,Active,B ,10.0,INE341Z01017,Specialty Retail,Equity
540961,,SHIVAMILLS,SHIVA MILLS LTD,Active,T ,10.0,INE644Y01017,Textiles,Equity
540975,,ASTERDM,ASTER DM HEALTHCARE LTD,Active,A ,10.0,INE914M01019,Healthcare Services,Equity
540980,,YSL,THE YAMUNA SYNDICATE LTD,Active,XT,100.0,INE868X01014,Comm.Trading  & Distribution,Equity
541005,,KANCOTEA,KANCO TEA  INDUSTRIES LTD,Active,X ,10.0,INE398L01017,Tea & Coffee,Equity
541006,,ANGEL,ANGEL FIBERS LTD,Active,M ,10.0,INE339Z01011,Textiles,Equity
541019,,HGINFRA,HG INFRA ENGINEERING LTD,Active,A ,10.0,INE926X01010,Construction & Engineering,Equity
541053,,EIS,EAST INDIA SECURITIES LTD,Active,M ,10.0,INE482Z01019,Other Financial Services,Equity
541068,,AXISCBD1D,AXIS CAPITAL BUILDER FUND  SERIES   DAYS  DIRECT PLAN   DIVIDEND PAYOUT,Active,B ,10.0,INF846K01B77, ,Equity
541069,,AXISCBDGG,AXIS CAPITAL BUILDER FUND  SERIES   DAYS  DIRECT PLAN   GROWTH,Active,B ,10.0,INF846K01B69, ,Equity
541070,,AXISCBDPD,AXIS CAPITAL BUILDER FUND  SERIES   DAYS  REGULAR PLAN   DIVIDEND PAYOUT,Active,B ,10.0,INF846K01B93, ,Equity
541071,,AXISCBGPG,AXIS CAPITAL BUILDER FUND  SERIES   DAYS  REGULAR PLAN   GROWTH,Active,B ,10.0,INF846K01B85, ,Equity
541083,,INFLAME,INFLAME APPLIANCES LTD,Active,M ,10.0,INE464Z01017,Houseware,Equity
541084,,DACE2RG,DSP BLACKROCK A C E FUND  SERIES   REGULAR PLAN  GROWTH OPTION,Active,B ,10.0,INF740KA1EK8, ,Equity
541085,,DACE2RDP,DSP BLACKROCK A C E FUND  SERIES   REGULAR PLAN  DIVIDEND PAYOUT OPTION,Active,B ,10.0,INF740KA1EL6, ,Equity
